Time,Arduino_hall_probe/TEMP:TEMP,time,mag
1746225370,25.43,1746225370,-0.06653
1746225372,25.38,1746225372,-0.08387
1746225374,21.22,1746225374,-0.07265
1746225376,25.32,1746225376,-0.07163
1746225378,21.32,1746225378,-0.11243
1746225380,25.28,1746225380,-0.06245
1746225382,25.35,1746225382,-0.07877
1746225384,25.1,1746225384,-0.08387
1746225386,25.23,1746225386,-0.06959
1746225388,25.28,1746225388,-0.08591
1746225390,25.28,1746225390,-0.07163
1746225392,25.27,1746225392,-0.09509
1746225394,25.45,1746225394,-0.07979
1746225396,25.3,1746225396,-0.08693
1746225398,25.43,1746225398,-0.07571
1746225400,25.45,1746225400,-0.04103
1746225402,25.35,1746225402,-0.08387
1746225404,25.4,1746225404,-0.06551
1746225406,25.37,1746225406,-0.05021
1746225408,25.35,1746225408,-0.07877
1746225410,25.37,1746225410,-0.07061
1746225412,25.33,1746225412,-0.08897
1746225414,25.35,1746225414,-0.07979
1746225416,25.32,1746225416,-0.06959
1746225418,25.22,1746225418,-0.05939
